Present Value Factor,Bin Cost (PVF),Holding Factor (PVF),Cataloging Cost (PVF),Effective Common Labor - ORG,Effective Common Labor - DSU,Effective Common Labor - GSU,Effective Common Labor - DEPOT,Transportation Cost (PVF) - ORG to DSU,Transportation Cost (PVF) - DSU to GSU,Transportation Cost (PVF) - GSU to DEPOT,End Item Unit Price (PVF),Inherent Availability,Derived MTBF,Failure Density per Year
18.135780731101814,932.8376863865775,1.0881468438661086,10585.466190804878,16.205882352941178,23.13529411764706,35.8235294117647,35.8235294117647,1.269504651177127,181.35780731101815,2539.009302354254,226697.25913877267,0.9998429367680146,1908.4515878320271,3.4425814319258805
