Support Equipment ID,Support Equipment Name,Life,Development Cost,Repair Only,Lowest Level Authorized,Unit Price - ORG,Unit Price - DSU,Unit Price - GSU,Unit Price - DEPOT,Installation Cost - ORG,Installation Cost - DSU,Installation Cost - GSU,Installation Cost - DEPOT,Annual Maintenance Cost - ORG,Annual Maintenance Cost - DSU,Annual Maintenance Cost - GSU,Annual Maintenance Cost - DEPOT,Annual Available Hours - ORG,Annual Available Hours - DSU,Annual Available Hours - GSU,Annual Available Hours - DEPOT,Lowest Level Common,Equipment Cost in PVF - ORG,Equipment Cost in PVF - DSU,Equipment Cost in PVF - GSU,Equipment Cost in PVF - DEPOT
se-1,AN/PSM-45,10,0,False,ORG,133,0,0,0,0,0,0,0,26.6,0,0,0,1768,0,0,0,ORG,736.4169482463459,0,0,0
